Prefix of Website,Course Code,Course Name,Course Description,Prereq,Antireq,Coreq 
DRAMA,DRAMA248,Management for the Arts,Students explore a broad range of arts management concepts. Assignments take students' individual interests into account.,Prereq: Level at least 2A,None,None
DRAMA,DRAMA278,Theatre and Technology,Students explore the development of theatre technologies and their significance in historical and current performance contexts. ,Prereq: Level at least 2A., Antireq: DRAMA 405,None
DRAMA,DRAMA280,Theatre and Performance in Canada,"Students explore theatre and performance in Canada in its historical, political, and cultural contexts.",Prereq: Level at least 2A,None,None
DRAMA,DRAMA282,Gender and Performance,"Students explore representations of gender on stage, in the media, and in politics.",Prereq: Level at least 2A., Antireq: DRAMA 491 (Section 001) taken Winter 2013,None
DRAMA,DRAMA284,Site-Specific Performance,Students explore performance sites as resources for creation.,Prereq: Level at least 2A,None,None
DRAMA,DRAMA286,Early English Theatre,Students explore the early development and continuing relevance of English language theatre and performance practices.,Prereq: Level at least 2A,None,None
DRAMA,DRAMA288,"Language, Theatre, and Performance",Students explore the relationship between language and meaning in historical and contemporary theatre and performance.,Prereq: Level at least 2A,None,None
DRAMA,DRAMA300,Theories of Theatre and Performance,"Students study and critique a range of existing works of theatre and performance in the context of related commentary, paying close attention to concepts of knowledge, experience, and positionality.",Prereq: Theatre and Performance students only.,None, Coreq: DRAMA 101A/200
DRAMA,DRAMA301,Performance Creation,"Students study, apply, and critique a range of processes for making theatre and performance, paying close attention to the relationship between the approach to creation and the significance of works in the communities where they are performed.",Prereq: Theatre and Performance students only.,None, Coreq: DRAMA 101A/200
DRAMA,DRAMA306,Production Participation 3,"Students work at an intermediate level with faculty, staff, and visiting artists to explore and increase proficiency in specific areas of performance creation. Areas include research, conception, writing, direction, design, performance, production, stage management, production management, publicity, dramaturgy, critique, and documentation.",Prereq: Theatre and Performance students only., Antireq: DRAMA 316,None
DRAMA,DRAMA307,Production Participation 4,"Students work at an intermediate level with faculty, staff, and visiting artists to explore and increase proficiency in specific areas of performance creation. Areas include research, conception, writing, direction, design, performance, production, stage management, production management, publicity, dramaturgy, critique, and documentation.",Prereq: Theatre and Performance students only., Antireq: DRAMA 317,None
DRAMA,DRAMA316,Production Participation 5,"Students work at an intermediate level with faculty, staff, and visiting artists to explore and increase proficiency through extensive contributions to specific areas of performance creation. Areas include research, conception, writing, direction, design, performance, production, stage management, production management, publicity, dramaturgy, critique, and documentation.",Prereq: Theatre and Performance students only., Antireq: DRAMA 306,None
DRAMA,DRAMA317,Production Participation 6,"Students work at an intermediate level with faculty, staff, and visiting artists to explore and increase proficiency through extensive contributions to specific areas of performance creation. Areas include research, conception, writing, direction, design, performance, production, stage management, production management, publicity, dramaturgy, critique, and documentation.",Prereq: Theatre and Performance students only., Antireq: DRAMA 307,None
DRAMA,DRAMA321,Approaches to Acting with Text,Students apply conceptual and theoretical approaches to acting in traditions emphasizing the text as a resource for performance.,Prereq: DRAMA 221 or 222,None,None
